source,target,type
189,120,same_cast
189,122,same_cast
189,157,same_cast
189,163,same_cast
189,165,same_cast
189,186,same_cast
189,187,same_cast
189,196,same_cast
189,232,same_cast
189,278,same_cast
189,293,same_cast
189,505,same_cast
189,510,same_cast
189,562,same_cast
189,594,same_cast
189,608,same_cast
189,635,same_cast
189,664,same_cast
189,676,same_cast
189,680,same_cast
189,745,same_cast
189,755,same_cast
189,769,same_cast
189,855,same_cast
189,856,same_cast
189,918,same_cast
189,920,same_cast
189,949,same_cast
192,104,same_cast
192,111,same_cast
192,117,same_cast
192,174,same_cast
192,183,same_cast
192,200,same_cast
192,201,same_cast
192,240,same_cast
192,279,same_cast
