source,target,type
184,680,same_production
184,755,same_production
184,825,same_production
184,866,same_production
184,921,same_production
184,922,same_production
185,155,same_production
185,161,same_production
185,163,same_production
185,182,same_production
185,203,same_production
185,227,same_production
185,231,same_production
185,241,same_production
185,268,same_production
185,272,same_production
185,289,same_production
185,296,same_production
185,298,same_production
185,299,same_production
185,301,same_production
185,311,same_production
185,314,same_production
185,320,same_production
185,322,same_production
185,345,same_production
185,364,same_production
185,396,same_production
185,403,same_production
185,414,same_production
185,415,same_production
185,466,same_production
185,475,same_production
185,497,same_production
185,521,same_production
185,526,same_production
185,534,same_production
185,561,same_production
185,600,same_production
185,603,same_production
185,616,same_production
185,619,same_production
185,636,same_production
185,644,same_production
185,652,same_production
185,664,same_production
185,671,same_production
185,672,same_production
185,673,same_production
185,674,same_production
185,675,same_production
185,686,same_production
185,688,same_production
185,694,same_production
185,702,same_production
185,752,same_production
185,767,same_production
185,795,same_production
185,819,same_production
185,820,same_production
185,845,same_production
185,859,same_production
185,873,same_production
185,903,same_production
185,910,same_production
185,927,same_production
185,928,same_production
185,935,same_production
185,939,same_production
185,941,same_production
185,942,same_production
185,943,same_production
185,944,same_production
185,949,same_production
185,963,same_production
185,968,same_production
185,984,same_production
186,435,same_production
187,184,same_production
187,189,same_production
187,392,same_production
187,393,same_production
187,401,same_production
187,409,same_production
187,467,same_production
187,489,same_production
187,549,same_production
187,590,same_production
187,680,same_production
187,755,same_production
187,825,same_production
187,866,same_production
187,921,same_production
187,922,same_production
189,184,same_production
189,187,same_production
189,392,same_production
189,393,same_production
189,401,same_production
189,409,same_production
189,489,same_production
189,549,same_production
189,590,same_production
189,680,same_production
189,755,same_production
189,825,same_production
189,866,same_production
189,921,same_production
189,922,same_production
193,117,same_production
193,150,same_production
193,152,same_production
193,154,same_production
193,157,same_production
193,164,same_production
193,168,same_production
193,172,same_production
193,174,same_production
193,199,same_production
193,200,same_production
193,201,same_production
193,217,same_production
193,238,same_production
193,240,same_production
193,242,same_production
193,251,same_production
193,306,same_production
193,335,same_production
193,381,same_production
193,426,same_production
193,479,same_production
193,535,same_production
193,567,same_production
193,574,same_production
193,590,same_production
193,592,same_production
193,597,same_production
193,599,same_production
193,621,same_production
193,744,same_production
193,754,same_production
193,804,same_production
193,813,same_production
193,829,same_production
193,848,same_production
193,853,same_production
193,857,same_production
193,867,same_production
193,954,same_production
193,955,same_production
193,956,same_production
193,996,same_production
196,105,same_production
196,111,same_production
196,134,same_production
196,143,same_production
196,165,same_production
196,179,same_production
196,180,same_production
196,183,same_production
196,229,same_production
196,232,same_production
196,245,same_production
196,254,same_production
196,281,same_production
196,297,same_production
196,310,same_production
196,329,same_production
196,330,same_production
196,331,same_production
196,388,same_production
196,424,same_production
196,453,same_production
196,506,same_production
196,508,same_production
196,509,same_production
196,524,same_production
196,525,same_production
196,564,same_production
196,568,same_production
